event_id,type,score_if,score_local,score_final,niveau,explication,context
6995fcd86736db9dc26e59e6,Thing/Abstract/Event/Get,0.8046,0.727,0.7736,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Get'.,ant husky s'est invité mercredi lors des épreuves de ski de fond des JO de Milan-Cortina. Il a même eu le droit à sa photo-finish à l'arrivée.
699782836736db9dc26e5ed8,Thing/Abstract/Event/Sentence,0.8213,0.7004,0.773,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Sentence'.,"Nabil Boukhoubza, alias Naps, a été condamné jeudi à sept ans de prison, avec mandat de dépôt, pour avoir violé une femme dans son sommeil dans "
698c27998f03efde04a87f4d,Thing/Abstract/Event/Degree,0.7488,0.8063,0.7718,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Degree'.,"LP-1 favorable, tout en alertant sur un risque de carences nutritionnelles en cas de perte de poids trop rapide."
699593426736db9dc26e5766,Thing/Abstract/Event/Arrest/CriminalArrest,0.8339,0.6727,0.7695,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"Un couple a été arrêté, mercredi matin, dans le cadre de l'enquête sur la mort du militant nationaliste Quentin Deranque, "
699d2c826736db9dc26e6e93,Thing/Abstract/Event/Engender,0.7645,0.7744,0.7684,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Engender'.,"49ans et le Philippin de 47ans s’affronteront de nouveau le 19septembre à Las Vegas, lors d’un duel produit par Netflix. En mai2015, Floyd Mayweather s’était imposé au terme d’un spectacle finalement "
698b36008f03efde04a87a0f,Thing/Abstract/Event/Discover,0.7388,0.8102,0.7673,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Discover'.,"ch d'Harry Potter a été introduit dans un village d'Ouganda par John Ssentamu, un instituteur qui a découvert les aventures et la saga du célèbre sorcier en lorgnant sur le livre d'un voisin de bus."
698eeeda34efc5d3aac0f96b,Thing/Abstract/Event/Use,0.7742,0.7463,0.7631,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Use'.,"Le ministère du commerce chinois a officialisé des droits de douane appliqués à certains produits laitiers européens, pour cinq ans."
698eeeda34efc5d3aac0f96a,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.7737,0.7463,0.7627,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation'.,"Le ministère du commerce chinois a officialisé des droits de douane appliqués à certains produits laitiers européens, pour cinq ans."
698bf3e58f03efde04a87ef5,Thing/Abstract/Event/Unknown,0.8239,0.6653,0.7605,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"uan Pablo Guanipa, qui avait été arrêté lundi juste après sa libération de prison, a finalement été assigné à résidence mardi."
698fa12e34efc5d3aac0fcf0,Thing/Abstract/Event/Own,0.7246,0.8124,0.7597,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Own'.,"s dans le nord-est du pays près de la ville d'Amdjarass. Disparu depuis deux jours, il a succombé à ses blessures après une chute selon les autorités tchadiennes."
698dfadd34efc5d3aac0f704,Thing/Abstract/Event/Unknown,0.8916,0.5578,0.7581,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"Donald Trump a ordonné mercredi à son ministère de la Défense de se fournir en électricité issue de centrales à charbon, une nouvelle tentative du président américain de relancer une industrie coû"
698f064c34efc5d3aac0f9e0,Thing/Abstract/Event/Give,0.7886,0.7071,0.756,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Give'.,"Trentenaire férue de cuisine, Marion Seibel a lancé le Club des seins, réponse féminine au Club des cent, cercle masculin consacré à la bonne chère. Ch"
6999972d6736db9dc26e6542,Thing/Abstract/Event/Own,0.8869,0.549,0.7518,Suspect,Combinaison inhabituelle de features (Isolation Forest).,", dans un cadre inédit, sans vaches ni veaux, mais avec pléthore de dossiers éruptifs. Arnold Puech d'Alissac, administrateur du syndicat agricole FNSEA et président de l'Organisation mondiale des agr"
699d3a8c6736db9dc26e6ebe,Thing/Abstract/Event/Benefit,0.8451,0.6078,0.7502,Suspect,Combinaison inhabituelle de features (Isolation Forest).,Les banques réservent des conditions spécifiques aux primo-accédants qui peuvent profiter du prêt à taux zéro.
699d3a8c6736db9dc26e6ebd,Thing/Abstract/Event/Get,0.844,0.6078,0.7495,Suspect,Combinaison inhabituelle de features (Isolation Forest).,Les banques réservent des conditions spécifiques aux primo-accédants qui peuvent profiter du prêt à taux zéro.
699d3a8c6736db9dc26e6ebf,Thing/Abstract/Event/Give,0.844,0.6078,0.7495,Suspect,Combinaison inhabituelle de features (Isolation Forest).,Les banques réservent des conditions spécifiques aux primo-accédants qui peuvent profiter du prêt à taux zéro.
699b98f36736db9dc26e6a0c,Thing/Abstract/Event/Addition,0.7707,0.7142,0.7481,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Addition'.,"nde gagnante des récompenses britanniques du cinéma, qui ont aussi sacré les acteurs Robert Aramayo et Jessie Buckley."
6999d8c26736db9dc26e662c,Thing/Abstract/Event/Killing,0.8376,0.6102,0.7466,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"Le Mauritanien de 35ans est décédé dans la nuit du 15 au 16janvier durant sa garde à vue, après avoir été interpellé au pied de son fo"
6995cddd6736db9dc26e586f,Thing/Abstract/Event/Exchange,0.7758,0.702,0.7462,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Exchange'.,La réalisatrice invite la star Angelina Jolie dans les coulisses de la fashion week et troque une satire du secteur contre une histoire plus intime.
6995cddd6736db9dc26e5870,Thing/Abstract/Event/Addition,0.7758,0.702,0.7462,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Addition'.,La réalisatrice invite la star Angelina Jolie dans les coulisses de la fashion week et troque une satire du secteur contre une histoire plus intime.
6999a5356736db9dc26e6574,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.7973,0.6681,0.7457,Suspect,Combinaison inhabituelle de features (Isolation Forest)., année de gestion du Rassemblement national dans la commune des Bouches-du-Rhône. Cinq adjoints ont rendu leurs délégations.
69980cea6736db9dc26e5fc4,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.656,0.8756,0.7438,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation'.,"Le comédien avait annoncé, l’année dernière, avoir été diagnostiqué d’une sclérose latérale amyotrophiques, également connu s"
6999d8c26736db9dc26e662d,Thing/Abstract/Event,0.8496,0.5839,0.7433,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"Le Mauritanien de 35ans est décédé dans la nuit du 15 au 16janvier durant sa garde à vue, après avoir été interpellé au pied de son foyer de travailleurs. Sa famille dénonce des violences "
699840936736db9dc26e606c,Thing/Abstract/Event/Election,0.8237,0.6216,0.7428,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"A se réunit à New Delhi, une IA fait parler d'elle en Colombie... elle est candidate aux prochaines élections législatives. Explications avec Margot Loizillon."
6999404d6736db9dc26e63ff,Thing/Abstract/Event/Move,0.734,0.7561,0.7428,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Move'.,"pes mythiques comme Black Sabbath et Iron Maiden. Il est devenu, en2021, la personne la plus âgée à aller dans l’espace."
698f5d2734efc5d3aac0fbee,Thing/Abstract/Event/Protect,0.679,0.8355,0.7416,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Protect'.,"La créatrice de Derry Girls revient sur la plateforme avec un polar excessivement complexe, sauvé par un trio de comédiennes hilarantes."
699618fa6736db9dc26e5a3b,Thing/Abstract/Event/Use,0.7642,0.7069,0.7413,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Use'.,Des bassins d’hydrocarbures sont toujours exploités sur le sol hexagonal. Mais l’octroi de permis de forage est régulièrement contesté au nom de la lut
699d43f06736db9dc26e6edc,Thing/Abstract/Event/Get,0.6968,0.8061,0.7405,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Get'.,Manchester United a gagné sur la pelouse d'Everton 1-0 . Benjamin Sesko a une nouvelle fois marqué.
699d43f06736db9dc26e6edd,Thing/Abstract/Event/Image,0.6968,0.8061,0.7405,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Image'.,Manchester United a gagné sur la pelouse d'Everton 1-0 . Benjamin Sesko a une nouvelle fois marqué.
698bf89b8f03efde04a87f03,Thing/Abstract/Event/Attack/FirearmAttack,0.823,0.6132,0.7391,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"Un individu a ouvert le feu mardi dans une petite ville de Colombie-Britannique, au Canada, faisant neuf morts, dont sept dans "
698c7f5e9966a5e0139f09b1,Thing/Abstract/Event/Accept,0.8114,0.6299,0.7388,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"ranjo von Allmen a remporté mercredi une nouvelle médaille d'or olympique en s'imposant en super-G, signant un triplé historique sur la Stelvio à Bormio où il a aussi gagné la descente samedi et le co"
698db06d9966a5e0139f0e27,Thing/Abstract/Event/Partof,0.7382,0.7398,0.7388,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Partof'.,L’égalité de tous les citoyens devant la police comme devant la justice est l’une des conditions essentielles de
698b36158f03efde04a87a8b,Thing/Abstract/Event/Addition,0.7679,0.6938,0.7382,Suspect,Combinaison inhabituelle de features (Isolation Forest).,Le magnat de la presse et activiste prodémocratie Jimmy Lai a été condamné lundi par un tribunal de Hong Kong à une peine de 
698bf3e58f03efde04a87ef4,Thing/Abstract/Event/Own,0.8457,0.574,0.737,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"L'opposant vénézuélien Juan Pablo Guanipa, qui avait été arrêté lundi juste après sa libération de prison, a finalement été assigné à résidence mardi."
699701786736db9dc26e5c7d,Thing/Abstract/Event/Begin,0.7463,0.7228,0.7369,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Begin'.,Le Kenya va commencer à administrer en mars les premières doses d'un nouveau traitement prometteur de prévention du VIH d
699dfbedad1db2119a5facce,Thing/Abstract/Event/Contacting,0.7382,0.7347,0.7368,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Contacting'.,Le nombre de touristes étrangers a encore atteint un record en2025avec 38millions d’arrivées.
698c27968f03efde04a87f41,Thing/Abstract/Event/Unknown,0.7777,0.6738,0.7362,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"De grands noms manquent à l’appel de la semaine de la mode new-yorkaise automne-hiver 2026-2027, qui se déroule jusqu’au 16février. U"
699ca2146736db9dc26e6d70,Thing/Abstract/Event/Resignation,0.67,0.8347,0.7359,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Resignation'.,"Alex Saab, ancien ministre de l’industrie et fidèle du président vénézuélien déchu, avait été limogé il y a un mois par Delcy Rodriguez."
698bf3e58f03efde04a87ef3,Thing/Abstract/Event/Arrest/CriminalArrest,0.8428,0.574,0.7353,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"L'opposant vénézuélien Juan Pablo Guanipa, qui avait été arrêté lundi juste après sa libération de prison, a finalement été assigné à résidence mardi."
698e125134efc5d3aac0f78e,Thing/Abstract/Event/Own,0.7476,0.7159,0.7349,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Own'.,"nteur présidera vendredi la 41édition des Victoires de la musique, après la sortie, fin janvier, de son septième album, Hyperlove . Actuellement en tournée, il sera lundi à l’Accor Arena de Paris."
6991d42e34efc5d3aac101a7,Thing/Abstract/Event/Give,0.7918,0.6488,0.7346,Suspect,Combinaison inhabituelle de features (Isolation Forest).," toulousaine a installé dans quatre magasins du groupement Mousquetaires-Intermarché des espaces de vente d’aliments commercialisés dans des bocaux en verre, réutilisables."
6997e76f6736db9dc26e5f48,Thing/Abstract/Event/Arrest/CriminalArrest,0.7971,0.6385,0.7337,Suspect,Nombre de noeuds inhabituel : 7.,"Le fils préféré de la défunte reine Elizabeth II a été interpellé jeudi 19février, probablement dans le cadre de l’affaire Epstein. C’est la première fois dans l’his"
698b69808f03efde04a87dba,Thing/Abstract/Event/War,0.7185,0.7563,0.7336,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/War'.,"ant en licence de médecine à l’université Cheikh-Anta-Diop de Dakar, est mort le 9février après des affrontements avec les forces de l’ordre sur le campus."
699701766736db9dc26e5c77,Thing/Abstract/Event/Identify,0.8208,0.6023,0.7334,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"révoit de livrer 870appareils cette année, un chiffre qui dépasserait le niveau record de 863avions enregistré en2019,mais qui aurait été plus élevé sans les problèmes rencontrés par le fournisseur de"
698c5c379966a5e0139f08e1,Thing/Abstract/Event/Alternative,0.93,0.4378,0.7331,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"Après Bruce Springsteen, Bob Dylan ou encore Shakira, la chanteuse américaine Britney Spears a vendu à son tour les droits de son catalog"
699e96cbad1db2119a5faded,Thing/Abstract/Event/Cuddle,0.6979,0.7856,0.733,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Cuddle'.,"ui avait été largement adoptée en première lecture, mais sur laquelle subsistent quelques points de friction."
69905a8e34efc5d3aac0fe4a,Thing/Abstract/Event/Own,0.7692,0.6785,0.7329,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"La Jamaïcaine est à la tête de sa propre maison, qui défile dimanche 15février à la fashion week de New York, et de Proenza Schouler."
698d609e9966a5e0139f0cdd,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.818,0.6042,0.7325,Suspect,Nombre de noeuds inhabituel : 6.,"Le pays est appelé aux urnes jeudi 12février pour les premières élections législatives depuis le soulèvement étudiant,"
699076b534efc5d3aac0febf,Thing/Abstract/Event,0.7208,0.7501,0.7325,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event'.,"L’Ecossaise de 33ans va devenir samedi, à Dublin, la première femme à arbitrer une rencontre du tournoi masculin, après avoir été au centre du terrain lors des finales des deux dernières Coupe"
699701786736db9dc26e5c7f,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.6748,0.8169,0.7317,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation'.,"ières doses d'un nouveau traitement prometteur de prévention du VIH dans 15 régions prioritaires, a annoncé mercredi le ministère de la Santé."
699228b834efc5d3aac1025f,Thing/Abstract/Event/Sporting,0.794,0.6379,0.7316,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"it en battant le Danemark en finale 3-2 , dimanche. Pour la toute première fois de l’histoire de la compétition, les Danois ne sont pas champions d’Europe."
699ea4e1ad1db2119a5fae24,Thing/Abstract/Event/Name,0.8217,0.5962,0.7315,Suspect,Combinaison inhabituelle de features (Isolation Forest).,L’actuel président du château de Versailles doit être nommé lors du conseil des ministres qui se tient mercredi matin. Il succède à Laurence des Cars qui a pré
6991660234efc5d3aac1006c,Thing/Abstract/Event/Force,0.8379,0.5687,0.7302,Suspect,Combinaison inhabituelle de features (Isolation Forest).,Réduire l’assiette de l’impôt sur la fortune immobilière est possible si deux conditions particulièrement e
6996fcc36736db9dc26e5c6e,Thing/Abstract/Event/Cross,0.7659,0.6736,0.729,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"lan-Cortina Un impressionnant chien-loup s’est invité ce mercredi lors des épreuves de ski de fond, franchissant même la ligne d’arrivée au milieu des fondeuses"
699076b534efc5d3aac0febe,Thing/Abstract/Event/Unknown,0.7125,0.752,0.7283,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Unknown'.,"L’Ecossaise de 33ans va devenir samedi, à Dublin, la première femme à arbitrer une rencontre du tournoi masculin, après avoir été au centre du terrain lors des finales des deux d"
699c839e6736db9dc26e6ce2,Thing/Abstract/Event/Engender,0.7218,0.7341,0.7267,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Engender'.,"rue dans l'ouest de la France ont commencé à baisser lentement durant le week-end, selon Vigicrues, permettant aux écoliers d'effectuer lundi une rentrée presque ""normale"" après les vacances d'hiver."
699c109f6736db9dc26e6abb,Thing/Abstract/Event/Medical,0.795,0.6214,0.7255,Suspect,Combinaison inhabituelle de features (Isolation Forest).," raccourcis, découverte dans une grotte du sud de l’Italie, a permis d’identifier une forme rare de maladie osseuse."
698f064c34efc5d3aac0f9e2,Thing/Abstract/Event/Dedicate,0.8045,0.606,0.7251,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"uisine, Marion Seibel a lancé le Club des seins, réponse féminine au Club des cent, cercle masculin consacré à la bonne chère. Chaque mois, elle réunit une cinquantaine de femmes gastronomes. Son mets"
698f5ad934efc5d3aac0fbd1,Thing/Abstract/Event/Select,0.689,0.7792,0.7251,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Select'.,ité des entraînements et comment l'ingénieure spécialiste des nanomatériaux qu'elle est était a été sélectionnée parmi22523candidaturespour rejoindre ce programme d'élite.
698e124b34efc5d3aac0f784,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.6396,0.8519,0.7246,Suspect,Nombre de noeuds inhabituel : 7. | Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation'.,"Lors d’une visite en Seine-Saint-Denis, le ministre de l’enseignement supérieur a annoncé, jeudi 12février, une rallonge de 20millions d’euros pour recruter de nouveaux agents."
699040a534efc5d3aac0fdfa,Thing/Abstract/Event/Admit,0.7937,0.618,0.7234,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"La chanteuse Theodora, grande favorite des Victoires de la musique, a reçu vendredi la Victoire de l'album de l'année pour ""Mega BBL"", aux influences et collaborations multip"
699a3db06736db9dc26e6718,Thing/Abstract/Event/Appear,0.6918,0.7706,0.7233,Suspect,Contexte semantiquement isole parmi les events de type 'Thing/Abstract/Event/Appear'.,"Né dans le Bronx au sein d’une famille d’origine portoricaine, il était l’une des principales figures "
698b35f68f03efde04a879ea,Thing/Abstract/Event/Unknown,0.7785,0.6395,0.7229,Suspect,Combinaison inhabituelle de features (Isolation Forest).,"colore au mucus particulièrement collant et qui s’attaque aux prédateurs du sol, paraît difficile à endiguer."
