event_id,type,cluster_id,cluster_label,is_noise,is_quasi_dup
698b360d8f03efde04a87a6a,Thing/Abstract/Event/Judgment,558,utilisateurs | jeunes | procès,False,False
698b360d8f03efde04a87a6b,Thing/Abstract/Event/Own,558,utilisateurs | jeunes | procès,False,False
698b360d8f03efde04a87a6c,Thing/Abstract/Event/Addition,558,utilisateurs | jeunes | procès,False,False
698b360d8f03efde04a87a6e,Thing/Abstract/Event/Gathering/NonDiplomaticGathering,25,pays | ressortissants | sont,False,False
698b360d8f03efde04a87a6f,Thing/Abstract/Event/Move,25,pays | ressortissants | sont,False,False
698b360d8f03efde04a87a70,Thing/Abstract/Event/Meet,25,pays | ressortissants | sont,False,False
698b360d8f03efde04a87a71,Thing/Abstract/Event/Build,364,état | restaurer | aden,False,False
698b360d8f03efde04a87a72,Thing/Abstract/Event/Own,364,état | restaurer | aden,False,False
698b360d8f03efde04a87a73,Thing/Abstract/Event/Own,364,état | restaurer | aden,False,False
698b36108f03efde04a87a75,Thing/Abstract/Event/Give,-1,non-clustere,True,False
698b36118f03efde04a87a77,Thing/Abstract/Event/Mix,458,ont | personnes | interpellées,False,False
698b36118f03efde04a87a78,Thing/Abstract/Event/Arrest/CriminalArrest,458,ont | personnes | interpellées,False,False
698b36118f03efde04a87a79,Thing/Abstract/Event/Hurt,-1,non-clustere,True,False
698b36118f03efde04a87a7a,Thing/Abstract/Event/DiplomaticEvent/Cooperation,-1,non-clustere,True,False
698b36118f03efde04a87a7b,Thing/Abstract/Event/Continue,277,unis | états | négociations,False,False
698b36128f03efde04a87a7d,Thing/Abstract/Event/Math,107,mesures | annonces | international,False,False
698b36128f03efde04a87a7e,Thing/Abstract/Event/DiplomaticEvent/Expulsion,107,mesures | annonces | international,False,True
698b36128f03efde04a87a7f,Thing/Abstract/Event/Reinforce,107,mesures | annonces | international,False,True
698b36128f03efde04a87a80,Thing/Abstract/Event/Own,-1,non-clustere,True,False
698b36128f03efde04a87a81,Thing/Abstract/Event/Own,111,contrôle | mesures | cisjordanie,False,False
698b36138f03efde04a87a82,Thing/Abstract/Event/Put,111,contrôle | mesures | cisjordanie,False,False
698b36138f03efde04a87a83,Thing/Abstract/Event/Addition,111,contrôle | mesures | cisjordanie,False,False
698b36138f03efde04a87a84,Thing/Abstract/Event/Degree,111,contrôle | mesures | cisjordanie,False,False
698b36148f03efde04a87a86,Thing/Abstract/Event/Sentence,7,suk | yeol | sud,False,False
698b36158f03efde04a87a87,Thing/Abstract/Event/Publish,7,suk | yeol | sud,False,False
698b36158f03efde04a87a88,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,7,suk | yeol | sud,False,False
698b36158f03efde04a87a89,Thing/Abstract/Event/Sentence,7,suk | yeol | sud,False,False
698b36158f03efde04a87a8a,Thing/Abstract/Event/Transfer,-1,non-clustere,True,False
698b36158f03efde04a87a8b,Thing/Abstract/Event/Addition,7,suk | yeol | sud,False,False
698b36158f03efde04a87a8c,Thing/Abstract/Event/Addition,7,suk | yeol | sud,False,False
698b36158f03efde04a87a8e,Thing/Abstract/Event/Discover,-1,non-clustere,True,False
698b36158f03efde04a87a8f,Thing/Abstract/Event/Engender,-1,non-clustere,True,False
698b36158f03efde04a87a90,Thing/Abstract/Event/Complete,-1,non-clustere,True,False
698b36158f03efde04a87a91,Thing/Abstract/Event/Avoid,60,distance | code | arbitraire,False,True
698b36178f03efde04a87a93,Thing/Abstract/Event/Unknown,604,epstein | jeffrey | américain,False,False
698b36178f03efde04a87a94,Thing/Abstract/Event/Quote,-1,non-clustere,True,False
698b36178f03efde04a87a95,Thing/Abstract/Event/Own,-1,non-clustere,True,False
698b36178f03efde04a87a96,Thing/Abstract/Event/Unknown,-1,non-clustere,True,False
698b36178f03efde04a87a97,Thing/Abstract/Event/Synthetize,-1,non-clustere,True,False
698b36188f03efde04a87a98,Thing/Abstract/Event/Addition,-1,non-clustere,True,False
698b36188f03efde04a87a9a,Thing/Abstract/Event/Discover,121,provoquer | attaquant | découvertes,False,True
698b36188f03efde04a87a9b,Thing/Abstract/Event/Engender,-1,non-clustere,True,False
698b36188f03efde04a87a9d,Thing/Abstract/Event/Discover,126,sécurité | microsoft | attaquant,False,True
698b36188f03efde04a87a9e,Thing/Abstract/Event/Engender,126,sécurité | microsoft | attaquant,False,True
698b36188f03efde04a87a9f,Thing/Abstract/Event/Unknown,6,éditeur | sécurité | non,False,True
698b36188f03efde04a87aa1,Thing/Abstract/Event/Discover,96,attaquant | provoquer | produits,False,False
698b36188f03efde04a87aa2,Thing/Abstract/Event/Engender,96,attaquant | provoquer | produits,False,True
698b36188f03efde04a87aa3,Thing/Abstract/Event/Unknown,6,éditeur | sécurité | non,False,True
698b36198f03efde04a87aa5,Thing/Abstract/Event/Discover,44,vulnérabilités | attaquant | permettent,False,True
698b36198f03efde04a87aa6,Thing/Abstract/Event/Engender,44,vulnérabilités | attaquant | permettent,False,True
698b36198f03efde04a87aa7,Thing/Abstract/Event/Move,45,atteinte | provoquer | attaquant,False,True
698b361b8f03efde04a87aa9,Thing/Abstract/Event/Discover,52,multiples | vulnérabilités | linux,False,True
698b361b8f03efde04a87aaa,Thing/Abstract/Event/Engender,52,multiples | vulnérabilités | linux,False,True
698b361b8f03efde04a87aab,Thing/Abstract/Event/Complete,45,atteinte | provoquer | attaquant,False,True
698b361c8f03efde04a87aad,Thing/Abstract/Event/Discover,52,multiples | vulnérabilités | linux,False,True
698b361c8f03efde04a87aae,Thing/Abstract/Event/Engender,52,multiples | vulnérabilités | linux,False,True
698b361c8f03efde04a87aaf,Thing/Abstract/Event/Move,45,atteinte | provoquer | attaquant,False,True
698b361c8f03efde04a87ab0,Thing/Abstract/Event/Avoid,352,données | atteinte | sécurité,False,True
698b361e8f03efde04a87ab2,Thing/Abstract/Event/Discover,-1,non-clustere,True,False
698b361e8f03efde04a87ab3,Thing/Abstract/Event/Engender,-1,non-clustere,True,True
698b361e8f03efde04a87ab5,Thing/Abstract/Event/Occurrence,5,fr | cert | analyse,False,True
698b361e8f03efde04a87ab6,Thing/Abstract/Event/Own,5,fr | cert | analyse,False,True
698b361e8f03efde04a87ab7,Thing/Abstract/Event/Replace,5,fr | cert | analyse,False,True
698b361f8f03efde04a87ab8,Thing/Abstract/Event/Publish,4,analyse | risques | remplace,False,True
698b361f8f03efde04a87ab9,Thing/Abstract/Event/Estimate,4,analyse | risques | remplace,False,True
698b361f8f03efde04a87abb,Thing/Abstract/Event/Discover,120,produits | multiples | vulnérabilités,False,True
698b361f8f03efde04a87abc,Thing/Abstract/Event/Engender,120,produits | multiples | vulnérabilités,False,True
698b361f8f03efde04a87abd,Thing/Abstract/Event/Complete,60,distance | code | arbitraire,False,True
698b361f8f03efde04a87abe,Thing/Abstract/Event/Move,59,distance | code | déni,False,True
698b361f8f03efde04a87abf,Thing/Abstract/Event/Reject,-1,non-clustere,True,True
698b36208f03efde04a87ac1,Thing/Abstract/Event/Discover,121,provoquer | attaquant | découvertes,False,False
698b36208f03efde04a87ac2,Thing/Abstract/Event/Engender,-1,non-clustere,True,True
698b36208f03efde04a87ac3,Thing/Abstract/Event/Unknown,6,éditeur | sécurité | non,False,True
698b36218f03efde04a87ac5,Thing/Abstract/Event/Discover,-1,non-clustere,True,False
698b36218f03efde04a87ac6,Thing/Abstract/Event/Engender,-1,non-clustere,True,False
698b36218f03efde04a87ac7,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,-1,non-clustere,True,False
698b36218f03efde04a87ac8,Thing/Abstract/Event/Use,-1,non-clustere,True,False
698b36228f03efde04a87aca,Thing/Abstract/Event/Update,17,sûreté | autorité | radioprotection,False,False
698b36228f03efde04a87acb,Thing/Abstract/Event/Identify,17,sûreté | autorité | radioprotection,False,False
698b36228f03efde04a87acc,Thing/Abstract/Event/Use,16,jour | mis | 02,False,False
698b36228f03efde04a87acd,Thing/Abstract/Event/Put,16,jour | mis | 02,False,False
698b36228f03efde04a87ace,Thing/Abstract/Event/Own,16,jour | mis | 02,False,False
698b36228f03efde04a87acf,Thing/Abstract/Event/Estimate,16,jour | mis | 02,False,False
698b36228f03efde04a87ad0,Thing/Abstract/Event/Break,16,jour | mis | 02,False,False
698b36238f03efde04a87ad1,Thing/Abstract/Event/Update,16,jour | mis | 02,False,False
698b36238f03efde04a87ad3,Thing/Abstract/Event/Discover,-1,non-clustere,True,False
698b36238f03efde04a87ad4,Thing/Abstract/Event/Engender,-1,non-clustere,True,False
698b36238f03efde04a87ad6,Thing/Abstract/Event/Fulfilling,309,artificielle | intelligence | générative,False,False
698b36238f03efde04a87ad7,Thing/Abstract/Event/Mix,309,artificielle | intelligence | générative,False,False
698b36238f03efde04a87ad8,Thing/Abstract/Event/Unknown,309,artificielle | intelligence | générative,False,False
698b36238f03efde04a87ad9,Thing/Abstract/Event/Own,309,artificielle | intelligence | générative,False,False
698b36238f03efde04a87ada,Thing/Abstract/Event/Addition,309,artificielle | intelligence | générative,False,False
698b36238f03efde04a87adb,Thing/Abstract/Event/Addition,309,artificielle | intelligence | générative,False,False
698b36248f03efde04a87add,Thing/Abstract/Event/Discover,121,provoquer | attaquant | découvertes,False,True
698b36248f03efde04a87ade,Thing/Abstract/Event/Engender,121,provoquer | attaquant | découvertes,False,False
698b36248f03efde04a87ae0,Thing/Abstract/Event/Discover,-1,non-clustere,True,False
698b36248f03efde04a87ae1,Thing/Abstract/Event/Engender,121,provoquer | attaquant | découvertes,False,False
698b36248f03efde04a87ae2,Thing/Abstract/Event/Reject,-1,non-clustere,True,False
698b36248f03efde04a87ae3,Thing/Abstract/Event/Unknown,-1,non-clustere,True,True
698b36258f03efde04a87ae5,Thing/Abstract/Event/Discover,96,attaquant | provoquer | produits,False,True
698b36258f03efde04a87ae6,Thing/Abstract/Event/Engender,96,attaquant | provoquer | produits,False,False
698b36268f03efde04a87ae8,Thing/Abstract/Event/Discover,96,attaquant | provoquer | produits,False,True
698b36268f03efde04a87ae9,Thing/Abstract/Event/Engender,96,attaquant | provoquer | produits,False,True
698b36268f03efde04a87aea,Thing/Abstract/Event/Unknown,6,éditeur | sécurité | non,False,True
698b36278f03efde04a87aec,Thing/Abstract/Event/Discover,0,vulnérabilités | sécurité | provoquer,False,True
698b36278f03efde04a87aed,Thing/Abstract/Event/Engender,0,vulnérabilités | sécurité | provoquer,False,True
698b36278f03efde04a87aee,Thing/Abstract/Event/Unknown,6,éditeur | sécurité | non,False,True
